Pmid,Journal,Year,Month,Pmcid
25852799,The Pan African medical journal,2014,1,PMC4382070
25852800,The Pan African medical journal,2014,1,PMC4382056
25852804,The Pan African medical journal,2014,1,PMC4382055
2585305,Journal of oral pathology & medicine : official publication of the International Association of Oral Pathologists and the American Academy of Oral Pathology,1989,8,NA
25853117,Frontiers in public health,2015,1,PMC4365547
25855968,PloS one,2015,1,PMC4391866
25856755,Cell host & microbe,2015,4,PMC4392343
25857703,Public health nutrition,2015,12,NA
25858115,Veterinary parasitology,2015,1,PMC4427107
25858634,Patient education and counseling,2015,7,PMC4437717
25859434,Frontiers in cellular and infection microbiology,2015,1,PMC4374535
25859686,Environmental health perspectives,2015,11,PMC4629737
25859916,African journal of AIDS research : AJAR,2012,6,NA
25860007,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2015,4,NA
25860192,African journal of AIDS research : AJAR,2012,12,NA
25861900,Environmental monitoring and assessment,2015,1,NA
25861945,Drug and alcohol dependence,2015,6,PMC4447587
25864543,African journal of AIDS research : AJAR,2009,9,NA
25864550,African journal of AIDS research : AJAR,2009,9,NA
25865381,African journal of AIDS research : AJAR,2011,12,NA
25865467,Vaccine,2015,1,NA
25865722,Journal of child and adolescent mental health,2009,12,NA
25866355,The Lancet. Global health,2015,1,NA
25866422,Freshwater biology,2014,6,PMC4386476
25867089,PloS one,2015,1,PMC4395112
25867624,PloS one,2015,1,PMC4395082
25868003,Epilepsy & behavior : E&B,2015,4,PMC5257264
25869369,Pediatrics,2015,1,NA
25870893,African journal of AIDS research : AJAR,2012,3,NA
25872482,Mucosal immunology,2016,1,NA
25873984,Annals of general psychiatry,2015,1,PMC4396741
25874714,PloS one,2015,1,PMC4395286
25876816,Epidemiology and infection,2015,12,PMC4657027
25878720,AIDS research and therapy,2015,1,PMC4397818
25879811,BMC infectious diseases,2015,3,PMC4351943
25880113,Virology,2015,8,PMC6624137
25881046,Malaria journal,2015,3,PMC4358906
25881062,Nature communications,2015,4,PMC4411285
25881067,BMC veterinary research,2015,2,PMC4336739
25881074,The international journal of behavioral nutrition and physical activity,2015,2,PMC4328595
25881317,International journal for equity in health,2015,2,PMC4329648
25882669,Child abuse & neglect,2015,6,PMC4826906
25883384,The Journal of infectious diseases,2015,11,PMC4601912
25883724,The Pan African medical journal,2014,1,PMC4393968
25883858,Journal of clinical imaging science,2015,1,PMC4392566
25884159,BMC health services research,2015,2,PMC4332452
2588453,The Veterinary record,1989,10,NA
25884566,PloS one,2015,1,PMC4401776
25884662,BMC pregnancy and childbirth,2015,2,PMC4338617
25884675,BMC public health,2015,2,PMC4336491
25884936,Implementation science : IS,2015,2,PMC4342094
25885266,Trials,2015,4,PMC4404590
25885458,BMC pregnancy and childbirth,2015,2,PMC4344995
25885703,Malaria journal,2015,3,PMC4404675
25886021,Malaria journal,2015,4,PMC4407414
25886564,BMC pediatrics,2015,2,PMC4359474
25886593,BMC pregnancy and childbirth,2015,2,PMC4358726
25887567,BMC infectious diseases,2015,2,PMC4343073
25888120,BMC ecology,2015,3,PMC4355977
25888133,Journal of cardiothoracic surgery,2015,3,PMC4382851
25888895,Malaria journal,2015,3,PMC4405916
25888989,Malaria journal,2015,4,PMC4399081
25888990,BMC veterinary research,2015,4,PMC4396631
25889220,Malaria journal,2015,2,PMC4331436
25889450,International journal for equity in health,2015,2,PMC4347906
25889460,Veterinary research,2015,4,PMC4397692
25889709,Malaria journal,2015,3,PMC4372046
25889775,Parasites & vectors,2015,4,PMC4396831
25889789,Malaria journal,2015,3,PMC4389639
25889954,Malaria journal,2015,3,PMC4381365
25890177,Globalization and health,2015,3,PMC4363048
25890202,Malaria journal,2015,3,PMC4349314
25893206,EBioMedicine,2014,11,PMC4397954
25893218,Journal of pregnancy and child health,2015,1,PMC4399496
25894565,Pediatric nephrology (Berlin Germany),2015,7,NA
25895735,Plant cell reports,2015,8,NA
25896512,Parasites & vectors,2015,4,PMC4418045
25896703,Antimicrobial agents and chemotherapy,2015,7,PMC4468674
25898252,PLoS medicine,2015,4,PMC4405387
25898406,International journal of environmental research and public health,2015,4,PMC4410247
25899397,Malaria journal,2015,4,PMC4423491
25902844,BMC medicine,2015,4,PMC4407555
25903508,AIDS and behavior,2016,11,PMC4618783
25903935,BMC pediatrics,2015,4,PMC4405915
25906280,Journal of agromedicine,2015,1,NA
25909441,Journal of environmental management,2015,7,NA
25909468,BMC public health,2015,4,PMC4437678
25910860,Environment international,2015,7,NA
25910978,Journal of environmental management,2015,7,NA
25911172,Lancet (London England),2015,7,NA
25912288,Vaccine,2015,6,PMC4469558
25912475,Human vaccines & immunotherapeutics,2015,1,PMC4514396
25912977,Preventive veterinary medicine,2015,6,NA
25914437,Journal of biogeography,2014,12,PMC4407967
25915616,PloS one,2015,1,PMC4410941
25918472,Community eye health,2014,1,PMC4322749
25918572,The Pan African medical journal,2014,1,PMC4405071
25919149,Vaccine,2015,1,NA
25920355,Health policy and planning,2016,3,PMC4748125
25920792,Radiation protection dosimetry,2015,11,NA
25921431,Global health promotion,2016,12,NA
25922983,International nursing review,2015,9,NA
25923062,Animal science journal = Nihon chikusan Gakkaiho,2015,8,NA
25923114,PloS one,2015,1,PMC4414508
25923210,PLoS neglected tropical diseases,2015,4,PMC4414477
25924877,Parasites & vectors,2015,4,PMC4418051
25924925,BMC public health,2015,4,PMC4428099
2592538,Journal of clinical microbiology,1989,12,PMC267118
25927522,Malaria journal,2015,4,PMC4416324
25927555,BMC health services research,2014,11,PMC4260235
25927615,The international journal of behavioral nutrition and physical activity,2015,4,PMC4409714
25928743,Parasites & vectors,2015,4,PMC4422414
25928803,Implementation science : IS,2015,4,PMC4416316
25928881,Genes and immunity,NA,NA,PMC4523061
25933165,PloS one,2015,1,PMC4416826
25933414,PloS one,2015,1,PMC4416893
25933429,PloS one,2015,1,PMC4416706
25934315,BMC public health,2015,1,PMC4429811
25936724,Vaccine,2015,6,PMC6698638
25938110,ISRN anatomy,2014,1,PMC4392962
25938112,ISRN anatomy,2014,1,PMC4392961
25938429,PloS one,2015,1,PMC4418717
25940121,Cardiovascular journal of Africa,NA,NA,NA
25940786,Tropical medicine & international health : TM & IH,2015,9,PMC5496663
25941331,The Journal of infectious diseases,2015,12,PMC4633757
25943860,Journal of chemical ecology,2015,4,PMC4427631
25943971,Health information and libraries journal,2015,6,NA
25944705,Health policy and planning,2016,3,PMC4748126
25945507,American journal of respiratory and critical care medicine,2015,7,PMC4511423
25946361,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2015,6,NA
25947165,Science translational medicine,2015,1,PMC4687051
25948827,Radiation protection dosimetry,2015,11,NA
25949329,NDT plus,2009,4,PMC4421356
25950700,PloS one,2015,1,PMC4423909
2595089,Research in veterinary science,1989,11,NA
25953635,Oral surgery oral medicine oral pathology and oral radiology,2015,11,NA
25954357,AMIA ... Annual Symposium proceedings. AMIA Symposium,2014,1,PMC4419879
25957077,BMC public health,2015,1,PMC4431376
25961283,PloS one,2015,1,PMC4427332
25961293,PloS one,2015,1,PMC4427312
25961941,Nature genetics,2015,6,PMC4921243
25962318,Transboundary and emerging diseases,2017,4,NA
25962549,Journal of human evolution,2015,7,NA
25962952,Tropical medicine & international health : TM & IH,2015,10,PMC4744994
25965564,PLoS neglected tropical diseases,2015,1,PMC4428797
25965586,PloS one,2015,1,PMC4428884
25967134,BMC medicine,2015,1,PMC4445794
25967670,BMC veterinary research,2015,1,PMC4432512
25968066,The Cochrane database of systematic reviews,2015,1,PMC4463987
25969181,AIDS and behavior,2016,7,NA
25969825,ISRN anatomy,2013,1,PMC4403558
25970517,PloS one,2015,1,PMC4429980
25971679,International journal for equity in health,2015,1,PMC4438568
25973200,Infectious diseases of poverty,2015,1,PMC4429815
25973203,Infectious diseases of poverty,2015,1,PMC4430026
25973602,PLoS neglected tropical diseases,2015,1,PMC4431858
25975198,Virology journal,2015,1,PMC4465002
25978422,PLoS neglected tropical diseases,2015,1,PMC4433268
25978465,PloS one,2015,1,PMC4433355
25979113,Global health action,2015,1,PMC4433485
25980737,BMC medicine,2015,1,PMC4445498
25980919,BMC medicine,2015,1,PMC4433071
25981292,Burns : journal of the International Society for Burn Injuries,2016,3,NA
25982550,Journal of cancer education : the official journal of the American Association for Cancer Education,2016,6,NA
25983231,Veterinary parasitology,2015,6,NA
25985902,The Journal of infectious diseases,2015,12,PMC4633760
25988444,Vector borne and zoonotic diseases (Larchmont N.Y.),2015,1,PMC4666525
25989353,Maternal & child nutrition,2016,1,NA
25992307,SpringerPlus,2015,1,PMC4429425
25992561,PloS one,2015,1,PMC4437984
25992781,PLoS medicine,2015,1,PMC4437896
25992812,Journal of clinical gastroenterology,2015,9,NA
25993544,JAMA surgery,2015,7,NA
25993697,PLoS neglected tropical diseases,2015,1,PMC4439147
25993961,Nature,2015,1,NA
25994212,Psychological medicine,2015,10,NA
25996157,PLoS neglected tropical diseases,2015,1,PMC4440755
25996287,Global public health,2016,1,PMC4654983
25996885,International journal of environmental research and public health,2015,1,PMC4454969
25997923,Transactions of the Royal Society of Tropical Medicine and Hygiene,2015,7,NA
26002611,BMC health services research,2015,1,PMC4443655
26002768,Journal of ethnopharmacology,2015,7,NA
26002998,Preventive veterinary medicine,2015,7,NA
26004292,Global health action,2015,1,PMC4442123
26004859,The Lancet. Infectious diseases,2015,8,NA
26005635,International journal for parasitology. Parasites and wildlife,2015,8,PMC4437466
26009610,European journal of public health,2015,12,PMC5017003
26009836,Journal of acquired immune deficiency syndromes (1999),2015,6,PMC4445604
26010772,PloS one,2015,1,PMC4444314
26010783,PloS one,2015,1,PMC4444261
26012472,Reproductive health,2015,1,PMC4517484
26013375,The American journal of tropical medicine and hygiene,2015,8,PMC4530763
26014953,Antimicrobial agents and chemotherapy,2015,8,PMC4505267
26016533,Acta ophthalmologica,2016,3,NA
26018134,Parasites & vectors,2015,1,PMC4449603
26019285,The Journal of infectious diseases,2015,12,NA
26020935,PloS one,2015,1,PMC4447346
26021376,BMC medicine,2015,1,PMC4457990
26021564,BMC pregnancy and childbirth,2015,1,PMC4446960
26022367,The Cochrane database of systematic reviews,2015,1,PMC4460720
26022921,JAMA ophthalmology,2015,8,PMC5321502
26023001,JMIR mHealth and uHealth,2015,1,PMC4464193
26024880,Malaria journal,2015,1,PMC4462075
26025430,Chemosphere,2015,11,NA
26025452,Trauma violence & abuse,2016,4,NA
26029283,Translational behavioral medicine,2015,6,PMC4444705
26029320,The Pan African medical journal,2015,1,PMC4441142
26034383,Atmospheric environment (Oxford England : 1994),2015,6,PMC4449273
26035834,PloS one,2015,1,PMC4452713
26036270,Parasites & vectors,2015,6,PMC4456765
26038100,BMC pregnancy and childbirth,2015,6,PMC4453099
26038547,Proceedings of the National Academy of Sciences of the United States of America,2015,6,PMC4460479
26039053,PloS one,2015,1,PMC4454489
26042981,Journal of water and health,2015,6,NA
26042991,Journal of water and health,2015,6,NA
2604468,Annals of tropical medicine and parasitology,1989,6,NA
26044734,BMC genomics,2015,6,PMC4455280
26048865,Health promotion international,2016,9,NA
26050914,Appetite,2015,9,NA
26053064,PloS one,2015,1,PMC4459990
26053071,PloS one,2015,1,PMC4459982
26053674,PloS one,2015,1,PMC4459978
26055261,BMC complementary and alternative medicine,2015,6,PMC4459057
26056103,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2015,7,PMC5316410
26056508,Clinical medicine insights. Ear nose and throat,2015,1,PMC4445884
26056842,PloS one,2015,1,PMC4461172
26057848,Culture health & sexuality,2015,1,NA
26060035,American journal of physical anthropology,2015,9,NA
26060445,Journal of biomedical research,2015,1,PMC4449489
26060539,Nutrition research and practice,2015,6,PMC4460059
26063324,Parasites & vectors,2015,6,PMC4486705
26063683,Environmental toxicology and pharmacology,2015,7,NA
26063746,Journal of the American Medical Informatics Association : JAMIA,2016,1,PMC4681113
26063788,Journal of interpersonal violence,2017,2,NA
26064651,Royal Society open science,2015,1,PMC4453243
2606782,Journal of anatomy,1989,4,PMC1256516
26068212,PloS one,2015,1,PMC4466314
26068231,PloS one,2015,1,PMC4465981
2607018,Journal of comparative pathology,1989,11,NA
26070760,International review of neurobiology,2015,1,NA
26072000,Ticks and tick-borne diseases,2015,7,NA
26073111,Veterinary parasitology,2015,7,NA
26073640,Annals of human biology,2016,1,NA
26073895,Tuberculosis (Edinburgh Scotland),2015,9,NA
26075605,PloS one,2015,1,PMC4468198
26077644,Journal of the International AIDS Society,2015,1,PMC4468054
26082036,Malaria journal,2015,6,PMC4470360
26082138,Malaria journal,2015,6,PMC4468962
26082781,Frontiers in immunology,2015,1,PMC4451692
2608312,Parasitology,1989,12,NA
26083474,PloS one,2015,1,PMC4471099
26084722,British journal of haematology,2015,10,PMC4744759
26085615,Journal of clinical microbiology,2015,9,PMC4540935
26087662,BMC public health,2015,6,PMC4473841
26087952,American journal of human biology : the official journal of the Human Biology Council,NA,NA,NA
26088669,Malaria journal,2015,6,PMC4474426
26089591,Field crops research,2015,1,PMC4459690
26090021,The Pan African medical journal,2015,1,PMC4450049
26090036,The Pan African medical journal,2015,1,PMC4450032
26090046,The Pan African medical journal,2015,1,PMC4450026
26090049,The Pan African medical journal,2015,1,PMC4458304
26090056,The Pan African medical journal,2015,1,PMC4458305
26090884,PloS one,2015,1,PMC4475052
26091253,PloS one,2015,1,PMC4474856
26091444,Public health nutrition,2015,12,PMC4697134
26091706,AIDS and behavior,2015,12,NA
26091866,Chemosphere,2015,11,NA
26092949,FEMS microbiology ecology,2015,7,NA
26098561,PloS one,2015,1,PMC4476587
26099681,Acta tropica,2015,10,NA
26100474,The Journal of arthroplasty,2015,12,NA
26101292,Transactions of the Royal Society of Tropical Medicine and Hygiene,2015,8,PMC4542699
26101336,Advances in dental research,2015,7,NA
26101338,Advances in dental research,2015,7,NA
26101339,Advances in dental research,2015,7,NA
26101886,PloS one,2015,1,PMC4477904
2610412,Animal genetics,1989,1,NA
26104262,International journal of psychology : Journal international de psychologie,2016,10,PMC4841718
26104913,Mucosal immunology,2016,1,NA
26105072,BMC pediatrics,2015,6,PMC4479066
26106438,Plant methods,2015,1,PMC4477614
26107772,PloS one,2015,1,PMC4479373
26109384,Malaria journal,2015,6,PMC4479228
26110169,Open forum infectious diseases,2015,4,PMC4473109
26110833,PloS one,2015,1,PMC4482144
26111439,Lancet (London England),2015,11,NA
26111533,International journal of epidemiology,2015,6,NA
26111585,Advances in virus research,2015,1,NA
26113851,Frontiers in plant science,2015,1,PMC4461822
26113894,The Pan African medical journal,2014,1,PMC4473786
26115523,PloS one,2015,1,PMC4482601
26115860,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2015,6,NA
26115861,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2015,6,NA
26116079,BMC research notes,2015,6,PMC4483201
26116437,BMC infectious diseases,2015,6,PMC4483200
26116511,Journal of immunology (Baltimore Md. : 1950),2015,8,PMC4505960
26116577,Globalization and health,2015,6,PMC4491223
26117500,The Science of the total environment,2015,12,NA
26117719,Lancet (London England),2015,7,NA
26118981,Epidemiology and infection,2016,1,NA
26120846,PloS one,2015,1,PMC4488283
26121698,Food and nutrition bulletin,2015,6,NA
26121947,Ambio,2015,11,PMC4591233
26122447,The Lancet. Infectious diseases,2015,7,NA
26124789,African health sciences,2015,6,PMC4480498
26124800,African health sciences,2015,6,PMC4480476
26125141,AIDS (London England),2015,6,PMC4576156
26130263,Scientific reports,2015,7,PMC4486961
26131379,PeerJ,2015,1,PMC4485240
26131996,American journal of respiratory and critical care medicine,2015,7,NA
26133481,Environmental management,2015,11,NA
26135143,PloS one,2015,1,PMC4489881
26137295,Infectious diseases of poverty,2015,1,PMC4486702
26139208,Sexually transmitted infections,2015,9,PMC4546528
26139380,Veterinary immunology and immunopathology,2015,9,NA
26139540,International journal of cancer,2015,11,NA
26141724,BMC health services research,2015,7,PMC4490646
26142451,Transactions of the Royal Society of Tropical Medicine and Hygiene,2015,8,PMC4501401
26142904,Parasites & vectors,2015,7,PMC4491214
2614411,Journal of the American Mosquito Control Association,1989,12,NA
2614608,The Journal of parasitology,1989,12,NA
26147058,JAMA pediatrics,2015,7,NA
26148877,Vaccine,2015,8,NA
26152272,Malaria journal,2015,7,PMC4495611
26152570,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2015,10,PMC4572053
26153176,Global journal of health science,2015,3,PMC4803918
26153433,Journal of sports sciences,2016,1,NA
26153528,Animal genetics,2015,10,NA
26154242,Social psychiatry and psychiatric epidemiology,2016,1,NA
26154285,PloS one,2015,1,PMC4495985
26154897,Clinical pharmacology and therapeutics,2015,10,NA
26155932,Implementation science : IS,2015,7,PMC4496871
26156358,Nature,2015,7,NA
2615788,Molecular and biochemical parasitology,1989,11,NA
26158581,Ophthalmic epidemiology,2015,1,NA
26159392,Lancet (London England),2015,10,NA
26159619,BMC genomics,2015,7,PMC4496815
26161200,The Pan African medical journal,2015,1,PMC4484325
26161364,Journal of caring sciences,2015,6,PMC4484992
26163505,Journal of the International AIDS Society,2015,1,PMC4499059
26164069,Journal of hazardous materials,2015,12,NA
26164239,Phytochemistry,2015,9,PMC4560159
26165907,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2015,8,PMC6485368
26165969,Biotechnology advances,2015,11,NA
26166771,Preventive veterinary medicine,2015,12,NA
26170281,Proceedings of the National Academy of Sciences of the United States of America,2015,7,PMC4522743
2617031,Tropical medicine and parasitology : official organ of Deutsche Tropenmedizinische Gesellschaft and of Deutsche Gesellschaft fur Technische Zusammenarbeit (GTZ),1989,9,NA
26170395,The Journal of infectious diseases,2016,1,PMC4690148
26170503,Bulletin of the World Health Organization,2015,7,PMC4490813
26171962,PloS one,2015,1,PMC4501815
26173093,Obesity (Silver Spring Md.),2015,8,NA
26173396,BMC research notes,2015,7,PMC4501056
26175824,The Pan African medical journal,2015,1,PMC4491484
26177451,PloS one,2015,1,PMC4503415
26177812,Trials,2015,7,PMC4504163
26178484,Parasites & vectors,2015,7,PMC4504164
26178534,Environmental management,2015,12,NA
26184057,Journal of biomedical informatics,2015,8,PMC4987091
26184493,Nature reviews. Drug discovery,2015,8,NA
26184778,American journal of obstetrics and gynecology,2015,10,NA
26185547,The Pan African medical journal,2015,1,PMC4495792
26186209,PloS one,2015,1,PMC4505875
26186210,PloS one,2015,1,PMC4506085
26186438,PloS one,2015,1,PMC4506016
26187892,Pathogens and disease,2015,10,PMC4535451
26187941,Archives of disease in childhood,2015,8,NA
26188744,Lancet (London England),2015,11,NA
26190968,Frontiers in neuroscience,2015,1,PMC4490226
26191056,Frontiers in microbiology,2015,1,PMC4486831
2619384,Annals of tropical medicine and parasitology,1989,8,NA
2619385,Annals of tropical medicine and parasitology,1989,8,NA
2619386,Annals of tropical medicine and parasitology,1989,8,NA
2619387,Annals of tropical medicine and parasitology,1989,8,NA
2619388,Annals of tropical medicine and parasitology,1989,8,NA
2619389,Annals of tropical medicine and parasitology,1989,8,NA
2619390,Annals of tropical medicine and parasitology,1989,8,NA
2619391,Annals of tropical medicine and parasitology,1989,8,NA
2619392,Annals of tropical medicine and parasitology,1989,8,NA
2619393,Annals of tropical medicine and parasitology,1989,8,NA
2619394,Annals of tropical medicine and parasitology,1989,8,NA
2619395,Annals of tropical medicine and parasitology,1989,8,NA
2619396,Annals of tropical medicine and parasitology,1989,8,NA
2619397,Annals of tropical medicine and parasitology,1989,8,NA
2619398,Annals of tropical medicine and parasitology,1989,8,NA
2619399,Annals of tropical medicine and parasitology,1989,8,NA
26194465,Trends in biotechnology,2015,8,NA
26194648,Malaria journal,2015,7,PMC4508808
26196411,AIDS patient care and STDs,2015,9,PMC4553377
26197869,The New phytologist,2015,11,PMC5034769
26197892,Parasites & vectors,2015,7,PMC4511262
26198350,Journal of the International AIDS Society,2015,1,PMC4509892
26202107,American journal of reproductive immunology (New York N.Y. : 1989),2015,10,NA
26203083,Science translational medicine,2015,7,PMC4547537
26203206,Clinical diabetes : a publication of the American Diabetes Association,2015,7,PMC4503944
26205379,BMC pregnancy and childbirth,2015,7,PMC4513395
26207058,Diabetes care,2015,8,PMC4512136
26208212,PloS one,2015,1,PMC4514798
26208740,BMC medicine,2015,7,PMC4514994
26208933,Health economics review,2014,12,PMC4502077
26209103,Acta tropica,2015,10,NA
26213299,Global heart,2015,6,NA
26214684,AIDS (London England),2015,9,PMC4573846
26215363,Arthropod structure & development,2015,9,NA
26217948,PLoS neglected tropical diseases,2015,1,PMC4517772
26223284,BJOG : an international journal of obstetrics and gynaecology,2016,8,NA
26223540,BMC infectious diseases,2015,7,PMC4520092
26223795,BMC infectious diseases,2015,7,PMC4520198
26227658,BMC public health,2015,7,PMC4520096
26228245,BMC medicine,2015,7,PMC4521500
2622897,Parasitology research,1989,1,NA
26230336,PloS one,2015,1,PMC4521704
26230507,PloS one,2015,1,PMC4521840
26231050,BMC public health,2015,8,PMC4522152
26233296,Social science & medicine (1982),2015,9,NA
2623419,Tropical medicine and parasitology : official organ of Deutsche Tropenmedizinische Gesellschaft and of Deutsche Gesellschaft fur Technische Zusammenarbeit (GTZ),1989,12,NA
2623422,Tropical medicine and parasitology : official organ of Deutsche Tropenmedizinische Gesellschaft and of Deutsche Gesellschaft fur Technische Zusammenarbeit (GTZ),1989,12,NA
26234531,Infection ecology & epidemiology,2015,1,PMC4522434
26236384,Evidence-based complementary and alternative medicine : eCAM,2015,1,PMC4510108
26236581,International journal for parasitology. Drugs and drug resistance,2015,12,PMC4501530
26237099,AIDS (London England),2015,11,PMC4640974
26237404,PloS one,2015,1,PMC4523179
26239693,Regulatory toxicology and pharmacology : RTP,2015,12,NA
26240203,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2015,12,NA
26240344,Proceedings of the National Academy of Sciences of the United States of America,2015,9,PMC4577203
26241089,International journal of health care quality assurance,2015,1,NA
26245367,Environmental research,2015,10,PMC4932836
26246539,Journal of epidemiology and community health,2016,1,NA
26248615,BMC medicine,2015,8,PMC4527301
26248847,The Lancet. Oncology,2015,8,NA
26248869,Parasites & vectors,2015,8,PMC4528701
26249230,Science (New York N.Y.),2015,9,PMC4568308
26250038,Zootaxa,2015,7,NA
26250670,Science (New York N.Y.),2015,8,NA
26251085,JACC. Heart failure,2015,8,PMC4530470
26252204,PloS one,2015,1,PMC4529269
26252212,PloS one,2015,1,PMC4529204
26252383,PloS one,2015,1,PMC4529202
26252526,PloS one,2015,1,PMC4529153
26253319,BMC public health,2015,8,PMC4528694
26254977,Vaccine,2015,11,PMC4817214
26256145,Environmental pollution (Barking Essex : 1987),2015,11,NA
26256290,Influenza and other respiratory viruses,2015,8,PMC4549097
26257920,Journal of transplantation,2015,1,PMC4518186
26257974,Case reports in surgery,2015,1,PMC4516850
26260147,The Proceedings of the Nutrition Society,2015,11,NA
26260246,Journal of the American Medical Informatics Association : JAMIA,2016,5,NA
26260823,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2015,9,NA
26260829,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2015,9,NA
26261423,International journal of general medicine,2015,1,PMC4527570
26262105,Studies in health technology and informatics,2015,1,NA
26262137,Studies in health technology and informatics,2015,1,NA
26262158,Studies in health technology and informatics,2015,1,NA
26262940,Epilepsy & behavior : E&B,2015,10,PMC6640046
26265934,Infectious agents and cancer,2015,1,PMC4531480
26266949,PloS one,2015,1,PMC4534439
26267668,PloS one,2015,1,PMC4534101
26267842,Drug safety,2015,11,PMC4608977
26268602,Human resources for health,2015,8,PMC4535832
26273038,Science (New York N.Y.),2015,8,NA
26275071,Pediatric blood & cancer,2016,1,PMC4825070
26275151,PloS one,2015,1,PMC4537267
26277490,Journal of ethnopharmacology,2015,11,NA
26277599,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2015,11,NA
26278352,Ticks and tick-borne diseases,2016,2,NA
26278475,Public health,2015,11,NA
26278838,Reproductive health matters,2015,1,NA
26279668,AIDS research and therapy,2015,1,PMC4537535
26279669,AIDS research and therapy,2015,1,PMC4537595
26280704,Die Naturwissenschaften,2015,10,NA
26282826,Parasitology,2015,10,NA
26283229,Malaria journal,2015,8,PMC4539928
26283349,Proceedings of the National Academy of Sciences of the United States of America,2015,9,PMC4568255
26284243,Frontiers in bioengineering and biotechnology,2015,1,PMC4519696
26285040,Journal of physical activity & health,2016,3,NA
26285582,BMC women's health,2015,8,PMC4545363
26287814,PloS one,2015,1,PMC4543584
26288070,PloS one,2015,1,PMC4544849
26290181,BMC health services research,2015,8,PMC4545906
26290571,G3 (Bethesda Md.),2015,8,PMC4592997
26291988,PLoS neglected tropical diseases,2015,1,PMC4546333
26293812,Reproductive health,2015,8,PMC4546127
26294220,BMC pregnancy and childbirth,2015,8,PMC4546129
26295154,PloS one,2015,1,PMC4546645
26295263,Pathogens (Basel Switzerland),2015,8,PMC4584278
26296186,Journal of women's health (2002),2015,10,PMC4624246
2629624,Archives of disease in childhood,1989,7,PMC1792691
26296450,The Lancet. Global health,2015,10,PMC4673091
26296743,Malaria journal,2015,8,PMC4546357
26297004,BMC pediatrics,2015,8,PMC4546212
26297748,Journal of empirical research on human research ethics : JERHRE,2015,7,PMC4548475
26297751,Journal of empirical research on human research ethics : JERHRE,2015,7,PMC4547207
26298585,Public health,2017,1,NA
26299211,The New phytologist,2015,12,NA
26299255,Pest management science,2016,4,NA
26299755,Pest management science,2016,2,NA
26300188,Canadian journal on aging = La revue canadienne du vieillissement,2015,9,NA
26300579,Disease markers,2015,1,PMC4537727
26300697,Population health metrics,2015,1,PMC4545817
26301007,The Pan African medical journal,2015,1,PMC4524908
26301703,AIDS patient care and STDs,2015,9,PMC4553369
26302826,BMC health services research,2015,8,PMC4548901
26303771,BMC complementary and alternative medicine,2015,8,PMC4548455
26306097,Infectious agents and cancer,2015,1,PMC4547426
26306727,Endocrine connections,2015,12,PMC4566843
26308947,Journal of medical primatology,2015,12,PMC4715602
26309314,Journal of medical entomology,2014,11,NA
26309482,The Pan African medical journal,2015,1,PMC4537889
26310206,Transboundary and emerging diseases,2017,4,NA
26312835,Lancet (London England),2015,2,PMC6858854
26313175,Environmental entomology,2015,4,NA
26313642,PloS one,2015,1,PMC4552164
26314886,Malaria journal,2015,8,PMC4552443
26316963,Journal of sexually transmitted diseases,2013,1,PMC4437431
26317223,PloS one,2015,1,PMC4552823
26317512,PloS one,2015,1,PMC4552646
26319071,Vaccine,2015,10,PMC4743983
26319927,The Journal of pediatrics,2015,9,PMC6863740
26320684,Journal of ethnopharmacology,2015,11,PMC4642656
26321475,Human resources for health,2015,8,PMC4553943
26322634,PloS one,2015,1,PMC4554730
26322757,Journal of water and health,2015,9,NA
26322770,Journal of water and health,2015,9,NA
26323604,Human resources for health,2015,9,PMC4556048
26323664,BMC research notes,2015,9,PMC4556052
26325594,Oncotarget,2016,1,PMC4807994
26327955,The Pan African medical journal,2015,1,PMC4546727
26327964,The Pan African medical journal,2015,1,PMC4546722
26328752,Public health nutrition,2016,4,NA
26331716,PloS one,2015,1,PMC4557837
26333092,PloS one,2015,1,PMC4558036
26334151,Lancet (London England),2015,8,PMC5506487
26334305,BMC infectious diseases,2015,9,PMC4558938
26336511,Conflict and health,2015,1,PMC4557760
26336638,PeerJ,2015,1,PMC4556148
26336906,Health education research,2015,10,NA
26337729,Harm reduction journal,2015,9,PMC4558953
26337764,Health care analysis : HCA : journal of health philosophy and policy,2015,12,PMC4628616
26337840,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,2016,2,PMC4725253
26340622,International journal of molecular sciences,2015,9,PMC4613231
26342124,Journal of tropical pediatrics,2015,12,PMC5067135
