PMID	DOI	PMCID
28053784	10.1155/2016/1289328	PMC5178353
28054227	10.1007/s11250-016-1209-0	PMC5253148
28056524	10.1177/1060028016686106	NA
28056828	10.1186/s12879-016-2103-0	PMC5217209
28056885	10.1186/s12889-016-3923-y	PMC5217581
28056893	10.1186/s12889-016-3958-0	PMC5217327
28057388	10.1067/j.cpradiol.2016.11.001	PMC5413583
28060582	10.1080/10810730.2016.1250843	NA
28061024	10.1111/jeu.12391	PMC5697677
28062989	10.1007/s11230-016-9674-4	PMC5219013
2806460	10.1016/0014-4894(89)90085-4	NA
28065186	10.1017/S1368980016003426	NA
28066826	10.12688/wellcomeopenres.10284.2	PMC5218551
28066878	10.1007/s40261-016-0481-0	PMC5315726
28067620	10.7554/eLife.15085	PMC5222559
28068781	10.1089/AID.2016.0321	PMC5439455
28069065	10.1186/s13071-016-1957-8	PMC5223359
28069428	10.1016/j.forsciint.2016.12.022	NA
28070282	10.1002/ece3.2579	PMC5215197
28070319	10.1002/fsn3.367	PMC5217873
28070322	10.1002/fsn3.370	PMC5217938
28070648	10.1007/s00705-016-3217-9	PMC5387033
28071616	10.4103/0019-509X.197728	NA
28072872	10.1371/journal.pmed.1002212	PMC5224788
28073909	10.1093/jme/tjw238	PMC5850802
28073922	10.1136/practneurol-2016-001575	NA
28076699	10.1080/14779072.2017.1281743	NA
28077093	10.1186/s12879-016-2131-9	PMC5225564
28077587	10.1093/infdis/jiw495	PMC5225251
28077588	10.1093/infdis/jiw500	PMC5225252
28077928	10.1080/14634988.2015.1011030	PMC5221727
28078288	10.1155/2016/3745298	PMC5204106
28078495	10.1007/s10461-017-1676-y	PMC5505815
28079085	10.1038/541157d	NA
28079830	10.1097/MD.0000000000005885	PMC5266192
2808116	NA	PMC1256433
28081885	10.1016/j.jpeds.2016.12.048	NA
28086878	10.1186/s12917-016-0936-9	PMC5237136
28087114	10.1016/j.ebiom.2015.05.005	PMC4563111
28088236	10.1186/s12939-016-0511-9	PMC5237474
28088248	10.1186/s12969-016-0131-3	PMC5237484
28093532	10.4269/ajtmh.16-0543	PMC5361529
28094465	10.1111/tmi.12841	PMC5396138
28094524	10.1021/acs.jmedchem.6b01641	NA
28095807	10.1186/s12887-017-0776-1	PMC5240280
28096888	10.1186/s13006-016-0092-7	PMC5225512
28097063	10.7717/peerj.2855	PMC5228499
28097398	10.1007/s00122-016-2847-3	NA
28097617	10.1007/s10461-017-1684-y	PMC5513791
28099724	10.1002/ijgo.12025	NA
28099874	10.1016/j.actatropica.2017.01.012	NA
28100020	10.1111/mec.14012	NA
28100210	10.1186/s12888-017-1202-9	PMC5242046
28100808	10.1128/JVI.02074-16	PMC5244339
28100822	10.1098/rspb.2016.2561	PMC5310045
28101789	10.1007/s10461-017-1681-1	PMC6626539
28103269	10.1371/journal.pone.0169730	PMC5245813
28103896	10.1186/s12978-017-0277-6	PMC5247811
28103920	10.1186/s40168-017-0228-z	PMC5248513
28104171	10.1016/S2214-109X(16)30357-6	PMC6289243
28105062	10.1155/2016/7403087	PMC5220504
28105257	10.4254/wjh.v9.i1.38	PMC5220270
28105330	10.1186/s13756-017-0171-6	PMC5240271
28107671	10.1016/j.jcv.2016.12.011	PMC5331890
28107771	10.1111/aogs.13098	PMC5665564
28108137	10.1016/S2214-109X(17)30024-4	NA
28108929	10.1007/s10508-016-0930-0	NA
28109313	10.1186/s13063-016-1745-y	PMC5251251
28109335	10.1016/j.jadohealth.2016.09.027	NA
28109336	10.1016/j.jadohealth.2016.09.007	NA
28109609	10.3168/jds.2016-11816	NA
28110864	10.1016/j.jadohealth.2016.11.015	PMC5389113
28115664	10.4269/ajtmh.16-0614	PMC5392631
28117350	10.1038/srep41108	PMC5259759
28117740	10.3390/s17010206	PMC5298777
28117947	10.1111/zph.12342	NA
28118824	10.1186/s12904-017-0186-z	PMC5264302
28119814	10.1016/j.apsb.2016.10.003	PMC5237758
28120206	10.1007/s10661-017-5786-9	NA
28120950	10.1038/srep41450	PMC5264596
28122533	10.1186/s12887-017-0786-z	PMC5264448
28122622	10.1186/s12936-017-1702-6	PMC5267364
28122655	10.1017/S2045796016001074	NA
28122933	10.3945/jn.116.242339	PMC5320400
28123772	10.1136/bmjgast-2016-000124	PMC5253457
28123956	10.5588/pha.16.0032	PMC5176043
28124218	10.1007/s12550-017-0270-5	NA
28125693	10.1371/journal.pone.0170976	PMC5268475
28125699	10.1371/journal.pone.0170868	PMC5268447
28125990	10.1186/s12960-017-0186-3	PMC5270228
28125996	10.1186/s12936-017-1694-2	PMC5270336
28127301	10.3389/fpls.2016.02060	PMC5226948
28127308	10.1155/2017/8761610	PMC5239988
28131365	10.1016/bs.apar.2016.11.001	NA
28132519	10.1080/09540121.2017.1281881	PMC6009824
28133624	10.1007/s40974-016-0032-9	PMC5271525
28137194	10.1080/16549716.2017.1272882	PMC5328373
28137233	10.2174/1568026617666170130115323	NA
28137381	10.1016/S2215-0366(16)30403-5	PMC5285446
28137702	10.2196/publichealth.5386	PMC5306611
28138386	10.1186/s13756-017-0174-3	PMC5264297
28138544	10.1126/sciadv.1600815	PMC5271593
28139875	10.1111/1471-0528.14493	PMC5537043
28141840	10.1371/journal.pone.0171236	PMC5283741
28143523	10.1186/s13071-016-1945-z	PMC5282843
28145106	10.1111/gcb.13644	NA
28146561	10.1371/journal.pone.0170101	PMC5287459
28148997	10.1016/j.foodpol.2016.11.007	PMC5268341
28149040	10.6026/97320630012082	PMC5267949
28149300	10.3389/fpls.2016.02052	PMC5241307
28149444	10.5210/ojphi.v8i2.6722	PMC5266757
28150391	10.1111/desc.12532	PMC6473801
28150501	10.1080/09540121.2017.1282105	PMC5570465
2815198	NA	NA
28152044	10.1371/journal.pone.0171017	PMC5289499
28152987	10.1186/s12889-017-4071-8	PMC5290608
28153020	10.1186/s12961-017-0172-1	PMC5290627
28154110	10.1136/archdischild-2016-311813	PMC5474098
28154670	10.11604/pamj.2016.24.315.9255	PMC5267875
28154706	10.11604/pamj.2016.25.14.9699	PMC5268751
28155284	10.4102/ojvr.v84i1.1265	PMC6238814
28158984	10.1186/s12913-017-2058-x	PMC5291974
28161946	10.1021/acs.jafc.6b05159	NA
28163354	10.1016/j.agsy.2016.05.017	PMC5268338
28166768	10.1186/s12902-017-0158-6	PMC5294825
28166779	10.1186/s12939-017-0526-x	PMC5294805
28167567	10.1634/theoncologist.2016-0213	PMC5330703
28176810	10.1038/srep41417	PMC5296875
2817738	NA	NA
2817739	NA	NA
28178226	10.3390/ijerph14020152	PMC5334706
28178281	10.1371/journal.pone.0171124	PMC5298248
28179024	10.1186/s40249-017-0244-z	PMC5299645
28180140	10.1016/j.dib.2017.01.010	PMC5288318
28180201	10.11152/mu-980	NA
28181244	10.1111/nph.14437	NA
28181860	10.1177/0956462417693735	NA
28182705	10.1371/journal.pone.0171384	PMC5300213
28183280	10.1186/s12863-016-0467-1	PMC5301378
28183308	10.1186/s12978-016-0268-z	PMC5299702
28183341	10.1186/s13104-017-2416-0	PMC5301342
28183900	10.1136/vr.j690	NA
28185418	10.1111/mcn.12422	NA
28185975	10.1016/j.wneu.2017.01.104	NA
28187779	10.1186/s13104-017-2414-2	PMC5303249
28190262	10.1002/ijgo.12125	NA
28191641	10.1111/nph.14451	PMC5412873
28192163	10.1016/j.virusres.2017.02.005	NA
28193398	10.1016/S2214-109X(17)30022-0	PMC5316558
28193744	10.4269/ajtmh.16-0709	PMC5417226
28194294	10.1155/2017/4821329	PMC5282414
28196085	10.1371/journal.pone.0171445	PMC5308609
28196510	10.1186/s12985-017-0703-y	PMC5310022
28197845	10.1007/s10461-017-1724-7	NA
28202077	10.1186/s13104-017-2396-0	PMC5312532
28203619	10.1016/j.gecco.2016.08.005	PMC5291319
28207061	10.1093/heapol/czw122	PMC5886182
28207905	10.1371/journal.pntd.0005383	PMC5332088
28209194	10.1186/s12889-017-4107-0	PMC5314605
28212379	10.1371/journal.pntd.0005341	PMC5333903
28212398	10.1371/journal.pntd.0005371	PMC5333911
28212643	10.1186/s12889-017-4124-z	PMC5314581
28214406	10.1016/S1470-2045(17)30041-4	NA
28216179	10.1016/j.ijid.2017.01.040	NA
28216189	10.1016/j.vaccine.2017.01.082	PMC6624129
28217016	10.4103/1450-1147.181150	PMC5314659
28217723	10.4103/2347-5625.199082	PMC5297230
28217727	10.4103/2347-5625.199071	PMC5297228
28217728	10.4103/2347-5625.199079	PMC5297229
28219374	10.1186/s12939-016-0500-z	PMC5319040
28219390	10.1186/s13059-017-1153-y	PMC5319050
28219993	10.4269/ajtmh.16-1008	PMC5417205
28220136	10.3389/fpls.2017.00116	PMC5292437
28221699	10.1111/cobi.12898	NA
28221882	10.4315/0362-028X.JFP-16-233	NA
28221937	10.4315/0362-028X.JFP-15-402	NA
28222287	10.1016/j.cub.2016.12.039	NA
28224000	10.3389/fpls.2017.00141	PMC5293795
28224262	10.1007/s11250-017-1241-8	NA
28224284	10.1007/s40266-017-0443-0	NA
28225335	10.5588/ijtld.16.0478	PMC5729039
28225338	10.5588/ijtld.16.0176	NA
28225342	10.5588/ijtld.16.0661	NA
28228160	10.1186/s13071-017-2044-5	PMC5322668
28230755	10.3390/molecules22020318	PMC6155904
28231338	10.1371/journal.pone.0171426	PMC5322890
28231784	10.1186/s12891-016-1383-2	PMC5324296
28233660	10.1016/S2352-3018(17)30021-8	NA
28235021	10.1371/journal.pone.0172960	PMC5325546
28240381	10.1111/apa.13805	PMC5425300
28241032	10.1371/journal.pone.0172728	PMC5328402
28241826	10.1186/s12939-017-0535-9	PMC5327514
28241872	10.1186/s12889-017-4140-z	PMC5330022
28244602	10.1111/jcpp.12705	PMC5513768
28244653	10.1002/pbc.26501	NA
28245574	10.3390/pharmaceutics9010011	PMC5374377
28246140	10.1136/bmjopen-2016-014067	PMC5337739
28246598	10.1155/2017/5841272	PMC5299157
28246610	10.1155/2017/9432460	PMC5299164
28249546	10.21037/apm.2017.01.02	NA
28250260	10.7883/yoken.JJID.2016.398	NA
28250964	10.1136/bmjinnov-2016-000164	PMC5293854
28251478	10.1007/s11013-017-9527-x	NA
28253315	10.1371/journal.pone.0173093	PMC5333947
28253868	10.1186/s12936-017-1743-x	PMC5335827
28255577	10.1155/2017/8249532	PMC5309425
28255920	10.1007/s00216-017-0267-0	NA
28257464	10.1371/journal.pone.0172190	PMC5336219
28257646	10.1186/s12884-017-1266-z	PMC5336611
28260829	10.1016/j.agsy.2016.12.005	PMC5312657
28261934	10.1111/pedi.12514	NA
28262911	10.5830/CVJA-2016-070	PMC5514351
28263396	10.1111/sifp.12019	PMC5516190
28264046	10.1371/journal.pone.0173091	PMC5338796
28264479	10.3390/insects8010025	PMC5371953
28265359	10.1002/fsn3.387	PMC5332258
28265370	10.1002/fsn3.399	PMC5332260
28269864	NA	PMC5333339
2827093	10.1017/s0031182000057978	NA
28271846	10.1016/S0140-6736(17)30402-6	PMC5491333
28271855	10.1016/j.ijfoodmicro.2017.03.002	NA
28273003	10.1080/07399332.2017.1292277	NA
28273071	10.1371/journal.pntd.0005405	PMC5358895
28274744	10.1016/j.jviromet.2017.03.001	NA
28274904	10.2196/resprot.5833	PMC5434770
28275608	10.1159/000451000	PMC5318848
28278210	10.1371/journal.pone.0173225	PMC5344379
28281576	10.1038/srep44093	PMC5345021
28282249	10.1089/apc.2016.0213	PMC5359680
28282378	10.1371/journal.pntd.0005450	PMC5362244
28283117	10.1016/j.aogh.2016.07.006	NA
28283145	10.1016/j.aogh.2016.09.008	NA
28285663	10.1016/j.micres.2017.01.008	NA
28288608	10.1186/s12896-017-0347-4	PMC5347829
28288727	10.1016/j.puhe.2016.12.005	NA
28288747	10.1016/S2214-109X(17)30072-4	PMC5348605
28289318	NA	PMC5340102
28289320	NA	PMC5340104
28292054	10.11604/pamj.2016.25.91.9710	PMC5325493
28293130	10.1186/s41182-017-0046-9	PMC5345134
28293286	10.1186/s13034-017-0151-x	PMC5348803
28293350	10.11604/pamj.2016.25.234.8761	PMC5337264
28298880	10.1007/s00477-016-1362-z	PMC5329093
28298901	10.3389/fmicb.2017.00229	PMC5331039
28299062	10.4081/jphia.2011.e21	PMC5345494
28299094	10.4081/jphia.2013.e5	PMC5345424
28299114	10.4081/jphia.2014.313	PMC5345459
28299140	10.4081/jphia.2015.531	PMC5349267
28299144	10.4081/jphia.2015.523	PMC5349271
28299153	10.4081/jphia.2016.545	PMC5349257
28299154	10.4081/jphia.2016.549	PMC5349258
28301564	10.1371/journal.pone.0173590	PMC5354382
28301607	10.1371/journal.pone.0173564	PMC5354366
28302420	10.1016/j.jgg.2016.10.008	NA
28302547	10.1016/j.gheart.2016.12.003	NA
28302553	10.1016/j.gheart.2017.01.007	PMC5967381
28302673	10.1542/peds.2016-2781	PMC5369673
28308013	10.1007/s004420050869	NA
28308420	10.1007/s004420050521	NA
28309458	10.1007/BF00376907	NA
28309479	10.1007/BF00346828	NA
28309861	10.1007/BF00378467	NA
28310172	10.1007/BF00379577	NA
28310243	10.1007/BF00378847	NA
28310374	10.1007/BF00379188	NA
28310822	10.1007/BF00378562	NA
28311021	10.1007/BF00379885	NA
28311182	10.1007/BF00377077	NA
28311742	10.1007/BF00389015	NA
28312348	10.1007/BF00376880	NA
28313013	10.1007/BF00317566	NA
28313034	10.1007/BF00329768	NA
28313687	10.1007/BF00320408	NA
28315138	10.1007/s11250-017-1267-y	NA
28315480	10.1016/j.cct.2017.03.007	PMC5522580
28315926	10.1007/s00122-017-2873-9	PMC5440511
28316253	10.1089/AID.2017.0019	NA
28316627	10.1155/2017/8108504	PMC5337875
28317139	10.1111/ppe.12348	PMC5434848
28319559	10.1097/MOP.0000000000000483	NA
28320341	10.1186/s12879-017-2326-8	PMC5359841
28320374	10.1186/s12913-017-2160-0	PMC5360082
28320794	10.1136/bmjopen-2016-013972	PMC5372155
28321260	10.1155/2017/8630708	PMC5339478
28321356	10.1155/2017/2084695	PMC5340937
28321455	10.1007/s00127-017-1368-y	NA
28323052	10.1016/j.ympev.2017.03.015	NA
28323065	10.1016/j.mimet.2017.03.006	NA
28323886	10.1371/journal.pone.0174199	PMC5360311
28324144	10.1007/s00267-017-0847-y	PMC5999122
28324435	10.1007/s13205-013-0153-1	PMC4026458
28324550	10.1007/s13205-014-0243-8	PMC4522721
28325068	10.1080/09540121.2017.1307922	NA
28325978	10.3897/BDJ.5.e10989	PMC5345125
28326285	10.15171/hpp.2017.12	PMC5350551
28328966	10.1371/journal.pone.0172992	PMC5362197
28329184	10.1093/cid/cix191	PMC5848300
28330440	10.1186/s12873-017-0120-y	PMC5363018
28332099	10.1186/s40352-017-0049-y	PMC5362563
28334799	10.1093/heapol/czw158	NA
28334856	10.1093/heapol/czx004	NA
28335454	10.3390/v9030048	PMC5371803
28335576	10.3390/pathogens6010012	PMC5371900
28336270	10.1016/j.actatropica.2017.03.018	NA
28337491	10.4314/ajid.v11i1.4537	PMC5349763
28342894	10.1016/j.gie.2017.03.019	NA
28343674	10.1016/j.prosdent.2017.01.017	NA
28345042	10.1126/sciadv.1602096	PMC5342653
28345262	10.1111/jbg.12260	NA
28346527	10.1371/journal.pone.0174629	PMC5367822
28347306	10.1186/s12913-017-2164-9	PMC5368892
28348569	10.3389/fpls.2017.00219	PMC5346590
28349179	10.1007/s00134-017-4750-z	NA
28351350	10.1186/s12884-017-1288-6	PMC5371243
28351364	10.1186/s12913-017-2169-4	PMC5371255
28351688	10.1016/j.jcv.2017.03.010	NA
28351689	10.1016/j.jcv.2017.03.013	NA
28356101	10.1186/s12902-017-0171-9	PMC5372245
28356278	10.3945/ajcn.116.139980	PMC5402033
28357195	10.1007/s10389-016-0777-9	PMC5350242
28357644	10.1007/s11250-017-1270-3	NA
28357771	10.1007/s15006-017-9034-6	NA
28358348	10.3390/ijerph14040359	PMC5409560
28358802	10.1371/journal.pntd.0005514	PMC5388494
28359328	10.1186/s13104-017-2466-3	PMC5374617
28360249	10.1136/bmjopen-2016-014528	PMC5372016
28361508	10.7448/IAS.20.2.21309	PMC5577704
28362073	10.7448/IAS.20.1.21234	PMC5467615
28362869	10.1371/journal.pone.0175166	PMC5375155
28362936	10.1093/cid/cix003	PMC5848229
28364560	10.7448/IAS.20.1.21345	PMC5467586
28364566	10.7448/IAS.20.1.21188	PMC5461119
28364623	10.1016/j.ijfoodmicro.2017.03.012	NA
28364923	10.1016/j.vaccine.2016.11.099	NA
28364982	10.1016/j.jsxm.2017.02.014	PMC5388349
28365840	10.1007/s11017-017-9405-0	NA
28366188	10.1099/jgv.0.000762	PMC5721926
28367106	10.1080/15381501.2012.754392	PMC5374741
2836993	10.1016/0378-1135(88)90025-9	NA
28372978	10.1016/j.contraception.2017.03.011	PMC5551387
28377209	10.1016/j.ijheh.2017.03.006	NA
28377522	10.1073/pnas.1613260114	PMC5402454
28378903	10.1002/cpt.695	NA
28379956	10.1371/journal.pntd.0005522	PMC5393894
28380073	10.1371/journal.pone.0175021	PMC5381886
28381208	10.1186/s12887-017-0850-8	PMC5382487
28381468	10.1161/JAHA.117.005613	PMC5533038
28382450	10.1007/s11356-017-8912-x	NA
28382871	10.1017/S0021932017000098	NA
28384795	10.1001/jamapediatrics.2017.0250	PMC5540012
28385131	10.1080/15284336.2017.1311056	PMC5633001
28385165	10.1017/S0033291717000708	PMC6034513
28385178	10.1016/j.surg.2017.01.030	NA
28385838	10.1128/genomeA.00093-17	PMC5383886
28388625	10.1371/journal.pntd.0005508	PMC5413359
28388674	10.1371/journal.pone.0175503	PMC5384779
28388918	10.1186/s12906-017-1683-6	PMC5383982
28390719	10.3168/jds.2016-11454	NA
28392732	10.11613/BM.2017.013	PMC5382860
28392733	10.11613/BM.2017.014	PMC5382844
28393102	10.1007/s40974-016-0006-y	PMC5381934
28393303	10.1007/s00122-017-2897-1	PMC5487692
28393313	10.1007/s12250-016-3930-2	PMC6702250
28395836	10.1016/S2214-109X(17)30140-7	PMC5390851
28397756	10.3390/molecules22040597	PMC6154322
28399001	10.1097/QAI.0000000000001330	NA
28399133	10.1371/journal.pone.0175546	PMC5388473
28400021	10.1016/j.fm.2017.01.017	NA
28400759	10.3389/fmicb.2017.00501	PMC5368269
28401493	10.1007/s40801-017-0105-x	PMC5457308
28401773	10.2989/17280583.2017.1310729	PMC6116902
28401903	10.1038/srep45849	PMC5388846
28403211	10.1371/journal.pone.0175447	PMC5389814
28403506	10.1002/ecy.1858	NA
28403820	10.1186/s12864-017-3690-x	PMC5389087
28404574	10.1128/CVI.00039-17	PMC5461374
28404679	10.1128/JCM.02469-16	PMC5483905
28404728	10.1242/jeb.154716	NA
28404834	10.3945/jn.116.236406	PMC5404208
28408912	10.3389/fpls.2017.00443	PMC5374200
28409013	10.1136/openhrt-2016-000570	PMC5384458
28410366	10.1371/journal.pone.0174566	PMC5391918
28411209	10.3732/ajb.1600437	NA
28412962	10.1186/s13071-017-2122-8	PMC5392979
28413597	10.15171/joddd.2017.010	PMC5390127
28413897	10.1177/1066896917704901	NA
28415983	10.1186/s12889-017-4243-6	PMC5392985
28416560	10.1136/archdischild-2016-311605	NA
28416966	10.1186/s13033-017-0135-5	PMC5392905
28419105	10.1371/journal.pone.0175275	PMC5395156
2841954	NA	NA
28420084	10.3390/ijerph14040420	PMC5409621
28422014	10.1016/S0140-6736(17)30978-9	NA
28423850	NA	NA
28424189	10.3945/ajcn.116.149815	PMC5445677
28424253	10.1128/JCM.00431-17	PMC5483908
28424286	10.1128/JVI.00253-17	PMC5469260
28424677	10.3389/fmicb.2017.00583	PMC5380684
28425189	10.1002/bmb.21059	NA
28426727	10.1371/journal.pone.0175864	PMC5398558
28427357	10.1186/s12879-017-2404-y	PMC5397818
28427365	10.1186/s12879-017-2390-0	PMC5397742
28427449	10.1186/s13104-017-2474-3	PMC5397764
28427948	10.1016/j.ebiom.2017.04.005	PMC5405187
28428873	10.1002/ece3.2893	PMC5395458
28431565	10.1186/s12884-017-1307-7	PMC5399849
28433681	10.1016/j.ejmech.2017.03.050	NA
28435666	10.12688/f1000research.10637.1	PMC5381615
28438221	10.1186/s13104-017-2483-2	PMC5402664
28438334	10.1016/j.surg.2017.02.016	NA
28438909	10.1098/rstb.2016.0116	PMC5413868
28438924	10.1128/AAC.01834-16	PMC5487672
28439326	10.11604/pamj.supp.2016.25.2.11262	PMC5390060
28439327	10.11604/pamj.supp.2016.25.2.10922	PMC5390065
28439328	10.11604/pamj.supp.2016.25.2.9712	PMC5390068
28439329	10.11604/pamj.supp.2016.25.2.9663	PMC5390061
28439330	10.11604/pamj.supp.2016.25.2.9203	PMC5390063
28439331	10.11604/pamj.supp.2016.25.2.9369	PMC5390069
28439332	10.11604/pamj.supp.2016.25.2.9631	PMC5390071
28439334	10.11604/pamj.supp.2016.25.2.10524	PMC5390058
28439335	10.11604/pamj.supp.2016.25.2.9705	PMC5390064
28439336	10.11604/pamj.supp.2016.25.2.9716	PMC5390070
28439337	10.11604/pamj.supp.2016.25.2.9983	PMC5390066
28439338	10.11604/pamj.supp.2016.25.2.10520	PMC5390059
28439339	10.11604/pamj.supp.2016.25.2.10684	PMC5390062
28439735	10.1007/s10549-017-4252-2	NA
2844014	10.1136/vr.122.20.491	NA
28440355	10.11152/mu-999	NA
28440625	10.1021/acsinfecdis.6b00205	NA
28441387	10.1371/journal.pmed.1002285	PMC5404752
28445444	10.3390/scipharm85020020	PMC5489924
28445454	10.1038/pr.2017.52	PMC5605677
28445512	10.1371/journal.pone.0175570	PMC5405965
28446176	10.1186/s12913-017-2262-8	PMC5406932
28449319	10.1111/tmi.12883	NA
28449690	10.1186/s12916-017-0839-z	PMC5408380
28449723	10.1186/s12978-017-0316-3	PMC5408470
28450758	10.1111/insr.12206	PMC5396332
28450794	10.1186/s41182-017-0051-z	PMC5404664
28450993	10.11604/pamj.2017.26.14.10488	PMC5398215
28451016	10.11604/pamj.2017.26.38.10312	PMC5398238
28451019	10.11604/pamj.2017.26.41.10975	PMC5398259
28451049	10.11604/pamj.2017.26.72.11410	PMC5398872
28451078	10.4314/ajid.v7i2.2	PMC5352952
28456617	10.1016/j.jmig.2017.04.008	NA
28457557	10.1016/j.marpolbul.2017.04.028	NA
28457860	10.1016/j.jocn.2017.04.013	NA
28458692	10.1155/2017/2814581	PMC5387806
28458916	10.1093/ve/vex006	PMC5399923
28459105	10.12688/wellcomeopenres.10690.1	PMC5407439
28459563	10.1021/acs.est.6b06442	PMC5463268
28460754	10.1016/j.prevetmed.2017.03.005	NA
28461779	10.1186/s41182-017-0049-6	PMC5410037
28462494	10.1007/s00436-017-5450-x	NA
28463996	10.1371/journal.pmed.1002290	PMC5412992
28464302	10.1111/jbg.12278	NA
28465297	10.1158/1541-7786.MCR-16-0305	PMC5471630
28466240	10.1007/s11250-017-1296-6	NA
28467097	10.1089/bfm.2016.0126	NA
28467163	10.1521/aeap.2017.29.2.141	PMC5706461
28467422	10.1371/journal.pone.0174851	PMC5414932
28468633	10.1186/s13054-017-1679-0	PMC5415747
28468637	10.1186/s40360-017-0129-6	PMC5415745
28468653	10.1186/s12884-017-1312-x	PMC5415791
28470362	10.1007/s10393-017-1242-0	NA
28470840	10.1111/mcn.12452	PMC5763407
28472315	10.1093/ajh/hpx066	NA
28472957	10.1186/s12936-017-1832-x	PMC5418711
28473520	10.1136/bmjopen-2016-015429	PMC5566618
28476154	10.1186/s12889-017-4280-1	PMC5420151
28476411	10.1016/j.fitote.2017.04.015	NA
28477930	10.1016/j.srhc.2017.02.004	NA
28479636	10.2471/BLT.16.180646	PMC5418825
28480375	10.21010/ajtcam.v13i6.24	PMC5412189
28480442	10.21010/ajid.v10i2.3	PMC5411993
28481193	10.1080/07399332.2017.1324118	NA
28482843	10.1186/s12917-017-1044-1	PMC5422963
28482849	10.1186/s12955-017-0657-1	PMC5422872
28483201	10.1016/j.vaccine.2017.01.083	NA
28485175	10.2217/cer-2016-0060	NA
28486959	10.1186/s12888-017-1344-9	PMC5424353
28487877	10.1155/2017/2159606	PMC5405382
28487910	10.21010/ajtcam.v13i5.24	PMC5416639
28488295	10.1111/gcb.13714	NA
28489880	10.1371/journal.pone.0177001	PMC5425023
28491235	10.11604/pamj.2017.26.104.10051	PMC5409986
28493930	10.1371/journal.pone.0177382	PMC5426761
28494075	10.1001/jamaophthalmol.2017.1109	PMC5710264
28494799	10.1186/s13012-017-0590-z	PMC5427645
28495200	10.1016/j.vetpar.2017.04.005	NA
28495403	10.1016/j.actatropica.2017.05.008	NA
28496345	10.2147/DMSO.S124473	PMC5417660
28496366	10.2147/IJWH.S125133	PMC5422460
2849887	10.4269/ajtmh.1988.39.632	NA
28499406	10.1186/s12864-017-3742-2	PMC5427609
28499407	10.1186/s13256-017-1297-0	PMC5429523
28499698	10.1016/j.jhevol.2017.03.005	NA
28501964	10.1007/s10461-017-1777-7	PMC5683943
28506734	10.1016/j.humpath.2017.05.002	NA
28508127	10.1007/s00267-017-0870-z	PMC5496966
28508237	10.1007/s00268-017-4028-1	PMC5596034
28508897	10.1038/ncomms15451	PMC5440852
28511275	NA	NA
28511602	10.1177/0272684X17701263	NA
28511721	10.1186/s12889-017-4383-8	PMC5434585
28513837	10.1002/ijgo.12219	PMC5603206
28515884	10.1002/ece3.2744	PMC5433992
28517969	10.1177/1363461517705590	NA
28520535	10.1177/2150135117701407	NA
28520771	10.1371/journal.pone.0177756	PMC5433759
28521748	10.1186/s12889-017-4395-4	PMC5437608
28521838	10.1186/s13063-017-1958-8	PMC5437593
28522690	10.1126/science.aam6393	PMC5575826
28523081	10.11604/pamj.supp.2016.25.2.9305	PMC5424268
28526680	10.4049/jimmunol.1600773	PMC5458331
28527472	10.1186/s12889-017-4351-3	PMC5438852
28529048	10.1016/j.jim.2017.05.006	PMC6118119
28530039	10.7448/IAS.20.4.21528	PMC5577723
28531224	10.1371/journal.pone.0177803	PMC5439681
28532531	10.1017/S1368980017000684	NA
28532532	10.1017/S0007485317000360	NA
28532590	10.1016/S0140-6736(17)31360-0	NA
28533335	10.1534/g3.117.043141	PMC5499138
28533773	10.3389/fimmu.2017.00488	PMC5421148
28533829	10.11604/pamj.2017.26.106.11050	PMC5429416
28534306	10.1007/s10661-017-5992-5	NA
28535801	10.1186/s12936-017-1868-y	PMC5442681
28536585	10.3389/fpls.2017.00699	PMC5422554
28536592	10.3389/fpls.2017.00733	PMC5422517
28539194	10.1016/S0140-6736(17)31226-6	NA
28539196	10.1016/S0140-6736(17)31225-4	NA
28539938	10.1155/2017/5273893	PMC5433414
28540563	10.1007/s10461-017-1783-9	PMC5818565
28542166	10.1371/journal.pone.0177271	PMC5441594
28542242	10.1371/journal.pntd.0005582	PMC5460880
28542545	10.1371/journal.pone.0178159	PMC5438148
28544795	10.1002/oby.21792	PMC5445924
28544991	10.1016/j.healthplace.2017.05.013	NA
28545474	10.1186/s12882-017-0585-7	PMC5445395
28545528	10.1186/s12866-017-1037-z	PMC5445374
28545533	10.1186/s13002-017-0157-8	PMC5445501
28545561	10.1186/s13071-017-2164-y	PMC5445470
28545579	10.1186/s12936-017-1856-2	PMC5445328
28545590	10.1186/s12936-017-1848-2	PMC5445289
28547613	10.1007/s004420000501	NA
28552005	10.1080/09603123.2017.1332347	NA
28554939	10.1136/bmjopen-2017-016340	PMC5726128
28555479	10.4081/gh.2017.510	PMC5483170
2855677	10.1016/0035-9203(88)90508-1	NA
28559879	10.3389/fmicb.2017.00830	PMC5432539
28559918	10.1186/s12983-017-0213-1	PMC5446727
28561504	10.1111/j.1558-5646.1985.tb00458.x	NA
28562018	10.1021/acs.est.6b03846	NA
28562600	10.1371/journal.pone.0172626	PMC5450996
28562627	10.1371/journal.pone.0178076	PMC5451046
28564432	10.1111/j.1558-5646.1990.tb04317.x	NA
28566253	10.1016/j.vaccine.2017.05.040	NA
28566869	10.4103/ccd.ccd_1136_16	PMC5426150
