Pmid,Journal,Year,Month,Pmcid,Status
28759344,Women & health,2018,8,NA,closed
28759651,PLoS pathogens,2017,7,PMC5552316,open
28760483,Acta tropica,2017,12,PMC5644835,open
28761767,Autism research and treatment,2017,1,PMC5516739,open
28763454,PloS one,2017,1,PMC5538680,open
28764698,BMC public health,2017,8,PMC5540544,open
28766091,Maternal and child health journal,2017,10,PMC5605598,open
28767714,PloS one,2017,1,PMC5540587,open
28768477,BMC evolutionary biology,2017,8,PMC5541431,open
28768916,JCI insight,2017,8,PMC5543908,open
28769725,ZooKeys,2017,1,PMC5523161,open
28769737,BMC nursing,2017,1,PMC5526251,open
28770094,BMC hematology,2017,1,PMC5532779,open
28770596,Journal of the International AIDS Society,2017,7,PMC5577724,open
28771480,PLoS neglected tropical diseases,2017,8,PMC5542388,open
28771495,PloS one,2017,1,PMC5542664,open
28771520,PloS one,2017,1,PMC5542559,open
28771558,PloS one,2017,1,PMC5542634,open
28771637,PloS one,2017,1,PMC5542666,open
28774873,BMJ (Clinical research ed.),2017,8,PMC5541507,open
28774885,Gut,2017,11,NA,closed
28775391,Crop protection (Guildford Surrey),2017,8,PMC5465939,open
28775654,Field crops research,2017,8,PMC5473158,open
28775764,International journal of mental health systems,2017,1,PMC5540195,open
28775938,Public health action,2017,3,PMC5526479,open
28778169,Malaria journal,2017,7,PMC5545004,open
28779803,Foot and ankle clinics,2017,9,NA,closed
28780116,Vaccine,2017,9,NA,closed
28780151,International journal for parasitology,2017,12,NA,closed
28780885,AIDS care,2018,3,PMC5771870,open
28780992,Tissue & cell,2017,10,NA,closed
28783751,PLoS neglected tropical diseases,2017,8,PMC5559092,open
28784129,Malaria journal,2017,8,PMC5547577,open
28784155,Implementation science : IS,2017,8,PMC5547499,open
28784282,Vaccine,2017,9,PMC6616034,open
28785230,Frontiers in psychology,2017,1,PMC5519603,open
28785268,Frontiers in plant science,2017,1,PMC5519584,open
28787002,PloS one,2017,1,PMC5546690,open
28787794,The Science of the total environment,2017,12,NA,closed
28789674,Reproductive health,2017,8,PMC5549359,open
28789724,Animal : an international journal of animal bioscience,2018,2,NA,closed
28789913,International journal of medical microbiology : IJMM,2017,10,PMC5615107,open
28790858,Diabetes metabolic syndrome and obesity : targets and therapy,2017,1,PMC5489055,open
28791544,Archives of virology,2017,11,PMC5640732,open
28792403,Lancet (London England),2017,7,PMC6770994,open
28792500,PLoS medicine,2017,8,PMC5549702,open
28794686,Tropical medicine and health,2017,1,PMC5543450,open
28796791,PloS one,2017,1,PMC5552093,open
28797062,PloS one,2017,1,PMC5552333,open
28798272,The oncologist,2018,1,PMC5759810,open
28798761,Frontiers in plant science,2017,1,PMC5526919,open
28798806,Evidence-based complementary and alternative medicine : eCAM,2017,1,PMC5536150,open
28798952,Journal of veterinary medicine,2017,1,PMC5535704,open
28799825,International journal of STD & AIDS,2018,6,NA,closed
28801004,Journal of pain and symptom management,2018,2,NA,closed
28804765,Journal of global oncology,2015,10,PMC5551652,open
28805017,Transboundary and emerging diseases,2018,2,NA,closed
28805733,Pathogens (Basel Switzerland),2017,8,PMC5617994,open
28806597,Applied radiation and isotopes : including data instrumentation and methods for use in agriculture industry and medicine,2017,11,NA,closed
28806985,Reproductive health,2017,8,PMC5557423,open
28807181,The Lancet. Global health,2017,9,NA,closed
28807953,Canadian family physician Medecin de famille canadien,2017,8,PMC5555325,open
28808204,Journal of biomedical research,2017,7,PMC5548993,open
28808671,Data in brief,2017,10,PMC5544471,open
28809935,PLoS medicine,2017,8,PMC5557357,open
28810843,BMC pregnancy and childbirth,2017,8,PMC5558758,open
28811652,International journal of obesity (2005),2018,1,PMC5762390,open
28812457,Culture health & sexuality,2018,5,PMC5815954,open
28812788,International journal of health policy and management,2017,2,PMC5287928,open
28813542,BMC proceedings,2017,1,PMC5301166,open
28814295,BMC health services research,2017,8,PMC5559797,open
28814396,The American journal of clinical nutrition,2017,10,NA,closed
28815343,Environmental monitoring and assessment,2017,8,PMC5559568,open
28817563,PLoS neglected tropical diseases,2017,8,PMC5574621,open
28817590,PloS one,2017,1,PMC5560628,open
28818071,Malaria journal,2017,8,PMC5561621,open
28818075,BMC international health and human rights,2017,8,PMC5561585,open
28818901,Genome announcements,2017,8,PMC5604774,open
28819030,BMJ (Clinical research ed.),2017,8,PMC5558898,open
28819256,Scientific reports,2017,8,PMC5561218,open
28819505,The Pan African medical journal,2017,1,PMC5554690,open
28819541,The Pan African medical journal,2017,1,PMC5554674,open
28819635,Gynecologic oncology reports,2017,8,PMC5548333,open
28820692,The American journal of tropical medicine and hygiene,2017,11,PMC5817747,open
28820881,PLoS neglected tropical diseases,2017,8,PMC5576749,open
28821220,Qualitative health research,2018,1,NA,closed
28821530,BMJ open,2017,8,PMC5724193,open
28821916,Social psychiatry and psychiatric epidemiology,2017,10,NA,closed
28826229,AIDS care,2018,1,PMC5901679,open
28826252,Food and nutrition bulletin,2018,3,NA,closed
28830098,Journal of experimental botany,2017,5,NA,closed
28830429,BMC veterinary research,2017,8,PMC5567471,open
28830439,Malaria journal,2017,8,PMC5568326,open
28830492,Reproductive health,2017,8,PMC5567891,open
28830835,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,2017,11,NA,closed
28831015,British journal of sports medicine,2018,8,NA,closed
28831122,Scientific reports,2017,8,PMC5567232,open
28831829,Expert review of clinical pharmacology,2017,11,NA,closed
28832604,PLoS neglected tropical diseases,2017,8,PMC5584976,open
28835215,BMC infectious diseases,2017,8,PMC5569527,open
28836937,BMC genetics,2017,8,PMC5571632,open
28836977,Malaria journal,2017,8,PMC5571623,open
28838156,The Journal of infectious diseases,2017,7,PMC5853243,open
28838178,The Journal of infectious diseases,2017,7,PMC5853502,open
28838184,The Journal of infectious diseases,2017,7,PMC5853432,open
28838187,The Journal of infectious diseases,2017,7,PMC5853381,open
28838189,The Journal of infectious diseases,2017,7,PMC5853901,open
28841843,BMC infectious diseases,2017,8,PMC5574104,open
28844328,Journal of human evolution,2017,8,NA,closed
28844352,Sexual & reproductive healthcare : official journal of the Swedish Association of Midwives,2017,10,NA,closed
28844790,Trends in ecology & evolution,2017,10,NA,closed
28845248,Virus evolution,2017,3,PMC5565927,open
28845262,Virus evolution,2017,3,PMC5565948,open
28845270,Virus evolution,2017,3,PMC5565982,open
28845286,Virus evolution,2017,3,PMC5566074,open
28845463,Frontiers in women's health,2017,3,PMC5568572,open
28845466,Tropical medicine and infectious disease,2017,1,PMC5568643,open
28845789,The Lancet. Infectious diseases,2017,9,NA,closed
28847005,Nature,2017,8,PMC5635981,open
28847156,AIDS care,2018,1,PMC5903847,open
28850581,PloS one,2017,1,PMC5574578,open
28850856,Journal of affective disorders,2018,1,PMC5663198,open
28851113,American journal of community psychology,2017,9,NA,closed
28851383,Reproductive health,2017,8,PMC5576377,open
28852026,Scientific reports,2017,8,PMC5575035,open
28853909,Critical reviews in food science and nutrition,2019,1,NA,closed
28854135,Journal of health communication,2017,1,NA,closed
28854925,BMC women's health,2017,8,PMC5577789,open
28856440,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,2017,12,NA,closed
28861459,Gynecologic oncology reports,2017,8,PMC5558466,open
28862073,The International journal of social psychiatry,2017,12,NA,closed
28863133,PLoS neglected tropical diseases,2017,9,PMC5599053,open
28863305,Phytochemistry,2017,12,NA,closed
28865422,BMC cancer,2017,9,PMC5581434,open
28867987,International journal of applied earth observation and geoinformation : ITC journal,2017,7,PMC5569464,open
28873394,PLoS neglected tropical diseases,2017,9,PMC5600407,open
28873442,PLoS neglected tropical diseases,2017,9,PMC5600385,open
28873690,Food research international (Ottawa Ont.),2017,10,NA,closed
28874830,Scientific reports,2017,9,PMC5585321,open
28876554,South African journal of surgery. Suid-Afrikaanse tydskrif vir chirurgie,2017,3,NA,closed
28877729,Trials,2017,9,PMC5588612,open
28878035,The Journal of nutrition,2017,10,NA,closed
28878055,Proceedings. Biological sciences,2017,9,PMC5597820,open
28879098,African journal of laboratory medicine,2015,1,PMC5433806,open
28879100,African journal of laboratory medicine,2016,1,PMC5436389,open
28879112,African journal of laboratory medicine,2016,1,PMC5436402,open
28879116,African journal of laboratory medicine,2016,1,PMC5436407,open
28879121,African journal of laboratory medicine,2016,1,PMC5433820,open
28879153,African journal of laboratory medicine,2017,1,PMC5523947,open
28880813,Journal of prevention & intervention in the community,NA,NA,NA,closed
28880878,PLoS neglected tropical diseases,2017,9,PMC5589146,open
28880880,PloS one,2017,1,PMC5589082,open
28880904,PloS one,2017,1,PMC5589171,open
28880962,PloS one,2017,1,PMC5589249,open
28880965,PLoS neglected tropical diseases,2017,9,PMC5605091,open
28882657,The Journal of infection,2017,12,NA,closed
28883927,BMJ open respiratory research,2017,1,PMC5531306,open
28883944,Tropical diseases travel medicine and vaccines,2015,1,PMC5530937,open
28883945,Tropical diseases travel medicine and vaccines,2016,1,PMC5588618,open
28883957,Tropical diseases travel medicine and vaccines,2016,1,PMC5530922,open
28883968,Tropical diseases travel medicine and vaccines,2016,1,PMC5530917,open
28883972,Tropical diseases travel medicine and vaccines,2017,1,PMC5530968,open
28883981,Tropical diseases travel medicine and vaccines,2017,1,PMC5531070,open
28883985,Tropical diseases travel medicine and vaccines,2017,1,PMC5567538,open
28884158,Wellcome open research,2017,1,PMC5558104,open
28884701,The Lancet. Oncology,2017,9,NA,closed
28885892,Population health management,2018,6,NA,closed
28886013,PLoS neglected tropical diseases,2017,9,PMC5607213,open
28886072,PloS one,2017,1,PMC5590832,open
28886724,Malaria journal,2017,9,PMC5591540,open
28891343,Expert opinion on pharmacotherapy,2018,1,PMC5963879,open
28891350,Annals of human biology,2017,11,NA,closed
28891957,Molecules (Basel Switzerland),2017,9,PMC6151588,open
28893304,AIDS research and therapy,2017,9,PMC5594430,open
28893728,BMJ (Clinical research ed.),2017,9,PMC5590100,open
28893995,Proceedings of the National Academy of Sciences of the United States of America,2017,9,PMC5625913,open
28894259,Scientific reports,2017,9,PMC5593931,open
28894986,AIDS and behavior,2018,6,PMC5845763,open
28899162,AIDS research and human retroviruses,2018,2,PMC5806074,open
28899355,Genetics selection evolution : GSE,2017,9,PMC5596489,open
28899379,Malaria journal,2017,9,PMC5596856,open
28901285,eLife,2017,9,PMC5628013,open
28901831,Qualitative health research,2017,12,NA,closed
28902680,Journal of acquired immune deficiency syndromes (1999),2017,10,NA,closed
28903628,Culture health & sexuality,2018,6,PMC5851810,open
28903758,Malaria journal,2017,9,PMC5598012,open
28903759,Infectious diseases of poverty,2017,9,PMC5598078,open
28904656,The Pan African medical journal,2017,1,PMC5567942,open
28904691,The Pan African medical journal,2017,1,PMC5567945,open
28904705,The Pan African medical journal,2017,1,PMC5579427,open
28904707,The Pan African medical journal,2017,1,PMC5579450,open
28905004,Wellcome open research,2017,1,PMC5571888,open
28905131,Mammalian genome : official journal of the International Mammalian Genome Society,2017,12,NA,closed
28906541,Cardiovascular journal of Africa,NA,NA,PMC5642030,open
28910280,PLoS computational biology,2017,9,PMC5598936,open
28911061,Annals of oncology : official journal of the European Society for Medical Oncology,2017,9,PMC5834011,open
28911226,Journal of agricultural and food chemistry,2017,10,NA,closed
28911325,International journal for equity in health,2017,9,PMC5599897,open
28911328,International journal for equity in health,2017,9,PMC5599882,open
28911332,International journal for equity in health,2017,9,PMC5599878,open
28911758,The Lancet. Global health,2017,10,PMC5712669,open
28911764,The Lancet. Global health,2017,10,PMC5599304,open
28912368,Pediatrics,2017,10,PMC5613819,open
28912951,BMC hematology,2017,1,PMC5590155,open
28913655,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2017,12,NA,closed
28915796,BMC infectious diseases,2017,9,PMC5602922,open
28915986,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2017,10,NA,closed
28915991,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2017,10,NA,closed
28915992,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2017,10,NA,closed
28917958,Lancet (London England),2018,12,NA,closed
28917960,Lancet (London England),2018,12,NA,closed
28918468,Tropical animal health and production,2018,1,NA,closed
28919349,The Journal of infection,2018,2,NA,closed
2892129,Molecular and biochemical parasitology,1987,10,NA,closed
28923011,BMC pregnancy and childbirth,2017,9,PMC5604156,open
28923070,International journal of health geographics,2017,9,PMC5604359,open
2892364,Acta tropica,1987,9,NA,closed
2892366,Acta tropica,1987,9,NA,closed
2892368,Acta tropica,1987,9,NA,closed
28924198,Scientific reports,2017,9,PMC5603584,open
28924616,Parasite epidemiology and control,2017,2,PMC5600515,open
28925036,Maternal & child nutrition,2018,4,NA,closed
28925740,American journal of respiratory and critical care medicine,2018,4,PMC6020413,open
28926628,PloS one,2017,1,PMC5605051,open
28927420,Malaria journal,2017,9,PMC5606012,open
28927428,Parasites & vectors,2017,9,PMC5606043,open
28929127,TheScientificWorldJournal,2017,1,PMC5591901,open
28931140,Journal of travel medicine,2017,9,NA,closed
28931236,The Journal of infectious diseases,2017,8,PMC5853855,open
28931399,Malaria journal,2017,9,PMC5607512,open
28931584,The Journal of nutrition,2017,12,NA,closed
28931756,JCI insight,2017,9,PMC5621919,open
28931859,Scientific reports,2017,9,PMC5607244,open
28932770,Data in brief,2017,10,PMC5596214,open
28933280,Current HIV research,2017,11,NA,closed
28933421,Nature reviews. Disease primers,2017,9,PMC7004825,open
28934312,PloS one,2017,1,PMC5608343,open
28934333,PloS one,2017,1,PMC5608323,open
28934428,The Journal of infectious diseases,2017,9,PMC5853680,open
28934430,The Journal of infectious diseases,2017,9,PMC5853903,open
28934463,The Journal of infectious diseases,2017,9,NA,closed
28936418,African journal of disability,2017,1,PMC5594271,open
28937082,Saudi journal of kidney diseases and transplantation : an official publication of the Saudi Center for Organ Transplantation Saudi Arabia,NA,NA,NA,closed
28938870,BMC microbiology,2017,9,PMC5610464,open
28938885,Reproductive health,2017,9,PMC5610540,open
28939581,BMJ open,2017,9,PMC5623463,open
28939979,Genetica,2017,12,NA,closed
28939989,Genetica,2017,12,NA,closed
28941104,World psychiatry : official journal of the World Psychiatric Association (WPA),2017,10,PMC5608856,open
2894131,Acta tropica,1987,12,NA,closed
28944299,Wellcome open research,2017,1,PMC5527688,open
28944300,Wellcome open research,2017,1,PMC5583745,open
28944990,Maternal & child nutrition,2018,4,PMC5901398,open
28946854,BMC infectious diseases,2017,9,PMC5613372,open
28946888,BMC health services research,2017,9,PMC5613489,open
28947909,Evidence-based complementary and alternative medicine : eCAM,2017,1,PMC5602495,open
28948472,Tropical animal health and production,2018,1,NA,closed
28948926,The Lancet. Infectious diseases,2017,10,NA,closed
28950919,Animal : an international journal of animal bioscience,2018,4,NA,closed
28951987,Breast cancer research and treatment,2018,1,PMC5792313,open
28959439,Journal of global health,2017,12,PMC5609512,open
28960243,Biometrics,2018,6,PMC5874166,open
28961238,PLoS neglected tropical diseases,2017,9,PMC5636163,open
28961737,The Journal of antimicrobial chemotherapy,2017,11,PMC5890687,open
28962349,Toxicology reports,2015,1,PMC5598145,open
28962552,BMC infectious diseases,2017,9,PMC5622450,open
28962566,BMC women's health,2017,9,PMC5622500,open
28963171,Global health science and practice,2017,9,PMC5620333,open
28963240,Science (New York N.Y.),2017,9,PMC6510296,open
28964312,International journal of pediatric otorhinolaryngology,2017,10,NA,closed
28964364,Food research international (Ottawa Ont.),2017,10,NA,closed
2896442,Acta tropica,1988,3,NA,closed
2896445,Acta tropica,1988,3,NA,closed
28965235,Cardiovascular drugs and therapy,2017,12,NA,closed
28965304,Tropical animal health and production,2018,2,PMC5780531,open
28965672,Marine environmental research,2017,10,NA,closed
28966793,BMJ global health,2017,1,PMC5621625,open
28968393,PLoS neglected tropical diseases,2017,10,PMC5638605,open
28968447,PloS one,2017,1,PMC5624622,open
28968759,The Journal of infectious diseases,2017,11,PMC5853809,open
28968877,The Journal of infectious diseases,2017,12,PMC5913648,open
28969654,Virology journal,2017,10,PMC5625602,open
28973483,The Journal of infectious diseases,2017,10,PMC5853596,open
28973672,The Journal of infectious diseases,2017,11,PMC5853881,open
28974204,Malaria journal,2017,10,PMC5627396,open
28974208,BMC public health,2017,10,PMC5627429,open
28975484,AIDS and behavior,2018,2,PMC5820152,open
28978294,African journal of AIDS research : AJAR,2017,9,PMC6138248,open
28979621,The Pan African medical journal,2017,1,PMC5622809,open
28979628,The Pan African medical journal,2017,1,PMC5622816,open
28980833,Journal of comparative effectiveness research,2018,3,PMC6478118,open
28981457,Nutrients,2017,10,PMC5691713,open
28981505,PLoS neglected tropical diseases,2017,10,PMC5628785,open
28981667,Health policy and planning,2017,11,PMC5886069,open
28982175,PloS one,2017,1,PMC5628861,open
28983847,Environmental science and pollution research international,2017,12,NA,closed
28989861,Global food security,2017,9,PMC5614018,open
28990417,AIDS care,2018,5,NA,closed
28990670,Journal of the science of food and agriculture,2018,4,NA,closed
28991909,PLoS neglected tropical diseases,2017,10,PMC5648262,open
28991913,PloS one,2017,1,PMC5633147,open
2899199,Lancet (London England),1988,7,NA,closed
28992220,American journal of epidemiology,2018,2,PMC5860135,open
28992303,Genome biology and evolution,2017,10,PMC5629815,open
2899237,Lancet (London England),1988,7,NA,closed
2899477,Comparative biochemistry and physiology. A Comparative physiology,1988,1,NA,closed
2900096,Comparative biochemistry and physiology. A Comparative physiology,1988,1,NA,closed
2901200,Acta tropica,1988,6,NA,closed
2901201,Acta tropica,1988,6,NA,closed
2901208,Acta tropica,1988,6,NA,closed
2901209,Acta tropica,1988,6,NA,closed
29016317,The American journal of tropical medicine and hygiene,2017,11,PMC5817769,open
29016323,The American journal of tropical medicine and hygiene,2017,11,PMC5817753,open
29016638,PloS one,2017,1,PMC5634596,open
29017483,BMC infectious diseases,2017,10,PMC5635496,open
29017550,BMC research notes,2017,10,PMC5634860,open
29017572,Parasites & vectors,2017,10,PMC5635580,open
29017605,Trials,2017,10,PMC5634898,open
29018067,BMJ open,2017,10,PMC5652492,open
29018599,PeerJ,2017,1,PMC5633020,open
29018841,Wellcome open research,2017,1,PMC5627502,open
29019978,Nature,2017,10,PMC5660624,open
29020230,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2018,1,PMC5850545,open
29020846,Palliative medicine,2018,1,PMC5758929,open
29020966,Reproductive health,2017,10,PMC5637332,open
29020970,Malaria journal,2017,10,PMC5637339,open
29021774,Frontiers in psychology,2017,1,PMC5633867,open
29022054,International urogynecology journal,2018,9,PMC6132689,open
29023138,Applied neuropsychology. Child,NA,NA,PMC6474720,open
2902326,Lancet (London England),1988,10,NA,closed
29023464,PloS one,2017,1,PMC5638250,open
29024632,Biochemical and biophysical research communications,2017,12,NA,closed
29025398,BMC international health and human rights,2017,10,PMC5639742,open
29025420,BMC genomics,2017,10,PMC5639748,open
29025479,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2017,11,NA,closed
29025826,BMJ open,2017,10,PMC5652550,open
29026387,African health sciences,2017,3,PMC5636231,open
29026997,Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,2018,2,NA,closed
29027836,Journal of palliative medicine,2018,3,NA,closed
29028275,Indoor air,2018,3,NA,closed
29028662,AIDS (London England),2018,1,PMC5812271,open
29029033,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2017,11,PMC5848251,open
29029086,Health policy and planning,2017,12,PMC5886164,open
29031815,Contraception,2018,3,PMC5861297,open
29032396,Cardiovascular drugs and therapy,2017,12,PMC5730630,open
29032631,Maternal & child nutrition,2017,10,NA,closed
29033034,The Lancet. Infectious diseases,2018,2,PMC5805911,open
29033136,Journal of human evolution,2017,10,NA,closed
29034123,PLoS currents,2017,9,PMC5614672,open
2903622,Acta tropica,1988,9,NA,closed
2903624,Acta tropica,1988,9,NA,closed
29036378,Health policy and planning,2017,12,NA,closed
29036415,Laboratory medicine,2017,11,NA,closed
29036530,Health policy and planning,2018,1,PMC5886285,open
29037287,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2017,11,NA,closed
29039800,Foods (Basel Switzerland),2017,10,PMC5664028,open
29040262,PLoS neglected tropical diseases,2017,10,PMC5659799,open
29040267,PLoS neglected tropical diseases,2017,10,PMC5659797,open
29040633,The Journal of infectious diseases,2017,12,PMC5853791,open
29040656,Journal of the American Medical Informatics Association : JAMIA,2018,6,PMC6664850,open
29040666,The Journal of infectious diseases,2017,12,PMC5853905,open
29042191,Global heart,2018,3,NA,closed
29043160,African journal of laboratory medicine,2013,1,PMC5637771,open
29043163,African journal of laboratory medicine,2013,1,PMC5637770,open
29043164,African journal of laboratory medicine,2013,1,PMC5637772,open
29043170,African journal of laboratory medicine,2013,1,PMC5637777,open
29043171,African journal of laboratory medicine,2014,1,PMC5637767,open
29043174,African journal of laboratory medicine,2014,1,PMC5637759,open
29043184,African journal of laboratory medicine,2014,1,PMC5637801,open
29043189,African journal of laboratory medicine,2014,1,PMC5637798,open
29043191,African journal of laboratory medicine,2014,1,PMC5637804,open
29043193,African journal of laboratory medicine,2014,1,PMC5637794,open
2904322,Comparative biochemistry and physiology. A Comparative physiology,1988,1,NA,closed
29043423,Pediatric radiology,2017,10,PMC5608771,open
29043890,Culture health & sexuality,2018,7,NA,closed
29044367,Transactions of the Royal Society of Tropical Medicine and Hygiene,2017,6,PMC5914424,open
29045404,PLoS neglected tropical diseases,2017,10,PMC5685644,open
29045429,PLoS neglected tropical diseases,2017,10,PMC5646754,open
29045595,Environmental entomology,2017,12,NA,closed
29045665,Journal of economic entomology,2017,12,NA,closed
29047004,Journal of youth and adolescence,2018,5,PMC5878702,open
29050889,Surgery,2017,12,NA,closed
29051417,Toxics,2016,7,PMC5606663,open
29051441,Toxics,2017,3,PMC5606676,open
29051705,Environmental health insights,2017,1,PMC5637965,open
29052018,AIDS and behavior,2018,1,PMC5758675,open
29053576,International journal of environmental research and public health,2017,10,PMC5664760,open
29053822,Poultry science,2017,12,NA,closed
29054547,Ticks and tick-borne diseases,2018,1,NA,closed
29056423,Vaccine,2017,12,NA,closed
29056574,The Journal of molecular diagnostics : JMD,2018,1,NA,closed
29057716,Environmental technology,2019,1,NA,closed
29058457,AIDS care,2018,6,NA,closed
29058605,BMC veterinary research,2017,10,PMC5651631,open
29059190,PLoS neglected tropical diseases,2017,10,PMC5667887,open
29059205,PloS one,2017,1,PMC5653331,open
29062060,Scientific reports,2017,10,PMC5653843,open
29062728,African journal of laboratory medicine,2012,1,PMC5644517,open
29062911,Wellcome open research,2017,1,PMC5629544,open
29062916,Wellcome open research,2017,1,PMC5635463,open
29063228,World journal of surgery,2017,12,NA,closed
29063354,Tropical animal health and production,2018,2,NA,closed
29063732,Maternal & child nutrition,2018,4,NA,closed
29066593,Tobacco control,2017,11,PMC5957074,open
2906661,Journal of the American Mosquito Control Association,1985,3,NA,closed
29067855,AIDS care,2018,4,NA,closed
2906828,Comparative biochemistry and physiology. A Comparative physiology,1988,1,NA,closed
29070367,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2013,6,NA,closed
29072498,Ecology of food and nutrition,NA,NA,NA,closed
2907261,Acta tropica,1988,12,NA,closed
29073144,PLoS neglected tropical diseases,2017,10,PMC5675461,open
29073928,Trials,2017,10,PMC5658910,open
29074880,Nature communications,2017,10,PMC5658399,open
29075505,Gynecologic oncology research and practice,2017,1,PMC5648473,open
29076401,Journal of health psychology,2018,2,PMC5772428,open
29076883,Journal of acquired immune deficiency syndromes (1999),2018,2,PMC5762272,open
29077728,PloS one,2017,1,PMC5659646,open
29078773,Malaria journal,2017,10,PMC5658967,open
29078819,BMC research notes,2017,10,PMC5659020,open
29079186,Acta tropica,2018,2,PMC5766739,open
29079606,BMJ open,2017,10,PMC5665233,open
29079946,AIDS and behavior,2018,5,NA,closed
29080284,Journal of paediatrics and child health,2018,3,PMC5873449,open
29080611,Asian Pacific journal of tropical medicine,2017,9,NA,closed
29081828,Computational and mathematical methods in medicine,2017,1,PMC5610837,open
29081894,Oxidative medicine and cellular longevity,2017,1,PMC5610878,open
29081995,BMJ global health,2017,1,PMC5656138,open
29082016,BMJ global health,2017,1,PMC5656137,open
29082019,BMJ global health,2017,1,PMC5656119,open
29082268,American journal of digestive disease,2017,1,PMC5659304,open
29084570,Parasites & vectors,2017,10,PMC5663105,open
29085377,Frontiers in plant science,2017,1,PMC5649140,open
29086217,Cancer causes & control : CCC,2017,11,PMC5682212,open
29086630,International quarterly of community health education,2017,7,NA,closed
29086875,Chemistry Central journal,2017,8,PMC5548703,open
29087434,Alcohol and alcoholism (Oxford Oxfordshire),2018,1,NA,closed
29088219,PloS one,2017,1,PMC5663372,open
29090394,AIDS and behavior,2018,4,PMC5878836,open
29091715,PloS one,2017,1,PMC5665492,open
29093263,JCI insight,2017,11,PMC5752323,open
29093899,BJPsych international,2016,1,PMC5619623,open
29093903,BJPsych international,2016,8,PMC5618875,open
29093948,BJPsych international,2017,8,PMC5618902,open
29093961,BJPsych international,2017,11,PMC5663024,open
29094093,Journal of global oncology,2017,10,PMC5646886,open
29094095,Journal of global oncology,2017,10,PMC5646879,open
29094456,BJOG : an international journal of obstetrics and gynaecology,2018,8,PMC6298604,open
29095928,PloS one,2017,1,PMC5667760,open
29096948,Lancet (London England),2018,2,NA,closed
29097339,Journal of clinical epidemiology,2018,2,PMC5808926,open
29098016,International journal of digital earth,2017,10,PMC5632926,open
29098110,Scientifica,2017,1,PMC5643127,open
29098809,Journal of the International AIDS Society,2017,11,PMC5810327,open
29099780,Sensors (Basel Switzerland),2017,11,PMC5713137,open
29100529,BMC research notes,2017,11,PMC5670520,open
29103631,Journal of environmental radioactivity,2018,8,NA,closed
29104769,BMJ global health,2017,1,PMC5663259,open
29107565,International journal of medical informatics,2018,6,PMC6997026,open
29107569,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2018,1,PMC5742035,open
29107977,PloS one,2017,1,PMC5673164,open
29108555,Journal of thermal biology,2017,12,NA,closed
29108797,The Lancet. Infectious diseases,2018,1,PMC5739875,open
29109379,Sensors (Basel Switzerland),2017,10,PMC5712984,open
29110670,Malaria journal,2017,11,PMC5674686,open
29110724,Parasites & vectors,2017,11,PMC5674850,open
29112074,AIDS (London England),2018,1,PMC5736409,open
29112745,The Journal of infectious diseases,2017,11,PMC5853844,open
2911349,Nature,1989,1,NA,closed
29115708,Pediatric blood & cancer,2018,3,PMC5766375,open
29115961,Malaria journal,2017,11,PMC5678811,open
29116127,Scientific reports,2017,11,PMC5677122,open
29117141,Toxins,2017,11,PMC5705978,open
29117322,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2017,11,PMC5850020,open
29117349,The Journal of infectious diseases,2017,11,PMC5854007,open
29118939,Gastroenterology and hepatology from bed to bench,2017,1,PMC5660273,open
29119491,Environmental science and pollution research international,2018,1,NA,closed
29120433,Nature,2017,11,NA,closed
29121079,PloS one,2017,1,PMC5679577,open
29121954,Malaria journal,2017,11,PMC5679183,open
29121978,BMC research notes,2017,11,PMC5679344,open
29124082,Bone reports,2017,12,PMC5671387,open
29124750,The British journal of dermatology,2018,2,NA,closed
29125454,Primary health care research & development,2017,11,NA,closed
29126433,Parasites & vectors,2017,11,PMC5681828,open
29128910,Journal of assisted reproduction and genetics,2018,1,PMC5758471,open
29129186,BMC medicine,2017,11,PMC5682642,open
29130123,Tropical animal health and production,2018,3,PMC5818561,open
29130333,AIDS care,2018,6,PMC5895526,open
29130605,Journal of the International AIDS Society,2017,11,PMC5978663,open
29132323,BMC cancer,2017,11,PMC5683570,open
29132398,Journal of ethnobiology and ethnomedicine,2017,11,PMC5683242,open
29132759,The lancet. Gastroenterology & hepatology,2017,12,NA,closed
29132760,The lancet. Gastroenterology & hepatology,2017,12,NA,closed
29133803,Scientific reports,2017,11,PMC5684367,open
29134178,African journal of disability,2017,1,PMC5675920,open
